id,identifier,id_type,struct_id,parent_match
461958,C0164386,UMLSCUI,416,
461960,4020889,VUID,419,
461961,N0000148384,NUI,419,
461962,C0054201,UMLSCUI,419,
461965,C0054202,UMLSCUI,420,
461967,C0771138,UMLSCUI,422,
461969,C0054219,UMLSCUI,426,
461971,4017794,VUID,427,
461972,N0000146155,NUI,427,
461973,C0006376,UMLSCUI,427,
461976,C0772213,UMLSCUI,429,
461978,4019799,VUID,431,
461979,N0000147888,NUI,431,
461980,C0006388,UMLSCUI,431,
461982,4019643,VUID,432,
461983,N0000147736,NUI,432,
461984,C0006400,UMLSCUI,432,
461987,N0000166825,NUI,433,
461988,C0006403,UMLSCUI,433,
461990,4019644,VUID,434,
461991,N0000147737,NUI,434,
461992,C0006405,UMLSCUI,434,
461995,4019645,VUID,435,
461996,N0000147738,NUI,435,
461997,C0085208,UMLSCUI,435,
462000,N0000170309,NUI,436,
462001,C0006456,UMLSCUI,436,
462002,4019646,VUID,437,
462003,N0000147739,NUI,437,
462004,C0006462,UMLSCUI,437,
462007,4018773,VUID,438,
462008,N0000147076,NUI,438,
462009,C0006463,UMLSCUI,438,
462012,4019647,VUID,439,
462013,N0000147740,NUI,439,
462014,C0006464,UMLSCUI,439,
462017,C0644503,UMLSCUI,440,
462019,4018107,VUID,441,
462020,N0000179058,NUI,441,
462021,C0054234,UMLSCUI,441,
462024,C0054236,UMLSCUI,442,
462026,4024054,VUID,444,
462027,N0000022059,NUI,444,
462028,C0107497,UMLSCUI,444,
462031,C1304571,UMLSCUI,445,
462033,C0054257,UMLSCUI,446,
462035,C0054255,UMLSCUI,447,
462037,C0054249,UMLSCUI,449,
462039,4019649,VUID,450,
462040,N0000147742,NUI,450,
462041,C0054259,UMLSCUI,450,
462042,4019650,VUID,454,
462043,N0000147743,NUI,454,
462044,C0006491,UMLSCUI,454,
462047,C1108795,UMLSCUI,455,
462049,C2827093,UMLSCUI,458,
462051,C0054323,UMLSCUI,459,
462053,4021014,VUID,460,
462054,N0000148483,NUI,460,
462055,C0107994,UMLSCUI,460,
462058,C0068978,UMLSCUI,462,
462060,4017537,VUID,463,
462061,N0000145919,NUI,463,
462062,C0006644,UMLSCUI,463,
462065,4022405,VUID,464,
462066,N0000020410,NUI,464,
462067,C0006657,UMLSCUI,464,
462070,4020856,VUID,465,
462071,N0000148363,NUI,465,
462072,C0065767,UMLSCUI,465,
462075,4017800,VUID,466,
462076,N0000146161,NUI,466,
462077,C0006674,UMLSCUI,466,
462080,C0982050,UMLSCUI,467,
462082,4017533,VUID,470,
462083,N0000145916,NUI,470,
462084,C0006809,UMLSCUI,470,
462087,C0054568,UMLSCUI,472,
462089,4021148,VUID,475,
462090,N0000179517,NUI,475,
462091,C0527379,UMLSCUI,475,
462093,C0006881,UMLSCUI,477,
462094,N0000167426,NUI,478,
462095,C0006882,UMLSCUI,478,
462097,4021099,VUID,480,
462098,N0000148555,NUI,480,
462099,C0671970,UMLSCUI,480,
462102,C0771426,UMLSCUI,483,
462104,4017614,VUID,484,
462105,N0000145994,NUI,484,
462106,C0006938,UMLSCUI,484,
462109,4019653,VUID,486,
462110,N0000179066,NUI,486,
462111,C0054635,UMLSCUI,486,
462114,C0054636,UMLSCUI,487,
462115,4018583,VUID,488,
462116,N0000146899,NUI,488,
462117,C0006945,UMLSCUI,488,
462119,4017873,VUID,489,
462120,N0000146226,NUI,489,
462121,C0006949,UMLSCUI,489,
462124,C0006972,UMLSCUI,491,
462126,4019654,VUID,492,
462127,N0000147746,NUI,492,
462128,C0006976,UMLSCUI,492,
462130,N0000166341,NUI,493,
462131,C0006979,UMLSCUI,493,
462133,4019655,VUID,494,
462134,N0000179067,NUI,494,
462135,C0054668,UMLSCUI,494,
462137,4017949,VUID,496,
462138,N0000146299,NUI,496,
462139,C0006982,UMLSCUI,496,
462142,N0000167064,NUI,497,
462143,C0006983,UMLSCUI,497,
462145,C1331203,UMLSCUI,499,
462147,4018095,VUID,502,
462148,N0000146433,NUI,502,
462149,C0007047,UMLSCUI,502,
462151,C0007077,UMLSCUI,504,
462153,N0000166471,NUI,505,
462154,C0007080,UMLSCUI,505,
462156,C0085959,UMLSCUI,507,
462158,4018408,VUID,508,
462159,N0000146734,NUI,508,
462160,C0142817,UMLSCUI,508,
462163,4018454,VUID,509,
462164,N0000146778,NUI,509,
462165,C0007248,UMLSCUI,509,
462168,4020993,VUID,512,
462169,N0000148463,NUI,512,
462170,C0007257,UMLSCUI,512,
462173,4020953,VUID,513,
462174,N0000148430,NUI,513,
462175,C0007258,UMLSCUI,513,
462177,C0951571,UMLSCUI,517,
462179,C1702507,UMLSCUI,518,
462180,4019351,VUID,520,
462181,N0000147523,NUI,520,
462182,C0007299,UMLSCUI,520,
462185,4021041,VUID,522,
462186,N0000148505,NUI,522,
462187,C0054836,UMLSCUI,522,
462189,4017534,VUID,525,
462190,N0000145917,NUI,525,
462191,C0007537,UMLSCUI,525,
462193,4018151,VUID,526,
462194,N0000146488,NUI,526,
462195,C0007538,UMLSCUI,526,
462197,4019658,VUID,527,
462198,N0000147750,NUI,527,
462199,C0007541,UMLSCUI,527,
462202,4017539,VUID,528,
462203,N0000179072,NUI,528,
462204,C0054995,UMLSCUI,528,
462206,N0000166880,NUI,529,
462207,C0007545,UMLSCUI,529,
462209,4019659,VUID,530,
462210,N0000147751,NUI,530,
462211,C0007546,UMLSCUI,530,
462214,4021100,VUID,533,
462215,N0000148556,NUI,533,
462216,C0060405,UMLSCUI,533,
462219,4021286,VUID,534,
462220,N0000179384,NUI,534,
462221,C0245519,UMLSCUI,534,
462224,4024049,VUID,535,
462225,N0000022054,NUI,535,
462226,C0055003,UMLSCUI,535,
462229,4019391,VUID,537,
462230,N0000147544,NUI,537,
462231,C0060400,UMLSCUI,537,
462234,4019509,VUID,539,
462235,N0000179604,NUI,539,
462236,C0700470,UMLSCUI,539,
462239,C0055007,UMLSCUI,541,
462241,4019661,VUID,542,
462242,N0000147753,NUI,542,
462243,C0007551,UMLSCUI,542,
462245,4019662,VUID,543,
462246,N0000147754,NUI,543,
462247,C0007552,UMLSCUI,543,
462250,4018152,VUID,544,
462251,N0000146489,NUI,544,
462252,C0055008,UMLSCUI,544,
462254,4019663,VUID,546,
462255,N0000147755,NUI,546,
462256,C0007554,UMLSCUI,546,
462258,4019664,VUID,547,
462259,N0000147756,NUI,547,
462260,C0007555,UMLSCUI,547,
462263,N0000166878,NUI,548,
462264,C0007556,UMLSCUI,548,
462266,4019665,VUID,550,
462267,N0000147757,NUI,550,
462268,C0007557,UMLSCUI,550,
462271,C0771341,UMLSCUI,553,
462273,4020567,VUID,555,
462274,N0000148269,NUI,555,
462275,C0108938,UMLSCUI,555,
462278,4020058,VUID,556,
462279,N0000148083,NUI,556,
462280,C0053882,UMLSCUI,556,
462283,N0000166876,NUI,558,
462284,C0007558,UMLSCUI,558,
462286,4017550,VUID,559,
462287,N0000145931,NUI,559,
462288,C0007559,UMLSCUI,559,
462291,4020946,VUID,562,
462292,N0000148426,NUI,562,
462293,C0055014,UMLSCUI,562,
462296,4017998,VUID,563,
462297,N0000179458,NUI,563,
462298,C0282391,UMLSCUI,563,
462301,4019667,VUID,564,
462302,N0000147759,NUI,564,
462303,C0007561,UMLSCUI,564,
462305,4019668,VUID,565,
462306,N0000147760,NUI,565,
462307,C0007562,UMLSCUI,565,
462310,4017552,VUID,566,
462311,N0000179073,NUI,566,
462312,C0055015,UMLSCUI,566,
462315,4021143,VUID,568,
462316,N0000148596,NUI,568,
462317,C0538927,UMLSCUI,568,
462320,4025238,VUID,569,
462321,N0000171770,NUI,569,
462322,C0055021,UMLSCUI,569,
462324,4018893,VUID,571,
462325,N0000179741,NUI,571,
462326,C0919352,UMLSCUI,571,
462329,N0000008008,NUI,573,
462330,C0007727,UMLSCUI,573,
462332,4017538,VUID,574,
462333,N0000178975,NUI,574,
462334,C0037490,UMLSCUI,574,
462337,4018153,VUID,575,
462338,N0000179299,NUI,575,
462339,C0085905,UMLSCUI,575,
462341,4017745,VUID,576,
462342,N0000146111,NUI,576,
462343,C0007738,UMLSCUI,576,
462346,4021111,VUID,577,
462347,N0000148566,NUI,577,
462348,C0724549,UMLSCUI,577,
462351,C0054425,UMLSCUI,579,
462353,C0771456,UMLSCUI,580,
462355,4024005,VUID,581,
462356,N0000022010,NUI,581,
462357,C0055147,UMLSCUI,581,
462360,C0939290,UMLSCUI,583,
462363,4021212,VUID,584,
462364,N0000148658,NUI,584,
462365,C0093437,UMLSCUI,584,
462368,4031610,VUID,585,
462369,N0000185378,NUI,585,
462370,C0055904,UMLSCUI,585,
462373,4017726,VUID,586,
462374,N0000146094,NUI,586,
462375,C0008161,UMLSCUI,586,
462378,4018769,VUID,588,
462379,N0000147072,NUI,588,
462380,C0008163,UMLSCUI,588,
462382,4018199,VUID,589,
462383,N0000146533,NUI,589,
462384,C0008168,UMLSCUI,589,
462386,4019672,VUID,593,
462387,N0000178900,NUI,593,
462388,C0008183,UMLSCUI,593,
462391,4017780,VUID,594,
462392,N0000146141,NUI,594,
462393,C0008188,UMLSCUI,594,
462396,C0008199,UMLSCUI,597,
462398,C0262965,UMLSCUI,600,
462399,N0000167093,NUI,602,
462400,C0008221,UMLSCUI,602,
462401,4018260,VUID,603,
462402,N0000146590,NUI,603,
462403,C0008223,UMLSCUI,603,
462406,4019674,VUID,605,
462407,N0000179078,NUI,605,
462408,C0055443,UMLSCUI,605,
462411,C0055445,UMLSCUI,606,
462413,C0700447,UMLSCUI,607,
462415,C0164505,UMLSCUI,608,
462417,4017731,VUID,609,
462418,N0000146099,NUI,609,
462419,C0008273,UMLSCUI,609,
462421,4018622,VUID,610,
462422,N0000146935,NUI,610,
462423,C0008275,UMLSCUI,610,
462426,4018664,VUID,611,
462427,N0000146975,NUI,611,
462428,C0055461,UMLSCUI,611,
462431,C0055465,UMLSCUI,612,
462437,4018091,VUID,614,
462438,N0000146429,NUI,614,
462439,C0055467,UMLSCUI,614,
462442,C0055355,UMLSCUI,615,
462443,4017865,VUID,616,
462444,N0000146218,NUI,616,
462445,C0008281,UMLSCUI,616,
462448,C0055468,UMLSCUI,617,
462450,C0164858,UMLSCUI,619,
462451,4017861,VUID,621,
462452,N0000146214,NUI,621,
462453,C0008286,UMLSCUI,621,
462455,4017841,VUID,622,
462456,N0000146198,NUI,622,
462457,C0008287,UMLSCUI,622,
462459,4017788,VUID,623,
462460,N0000146149,NUI,623,
462461,C0008290,UMLSCUI,623,
462463,4019677,VUID,624,
462464,N0000147769,NUI,624,
462465,C0008293,UMLSCUI,624,
462466,4017887,VUID,625,
462467,N0000146240,NUI,625,
462468,C0008294,UMLSCUI,625,
462471,4017882,VUID,626,
462472,N0000146235,NUI,626,
462473,C0008296,UMLSCUI,626,
462476,N0000168626,NUI,627,
462477,C0017889,UMLSCUI,627,
462479,4028923,VUID,629,
462480,N0000179809,NUI,629,
462481,C0007404,UMLSCUI,629,
462483,C0055720,UMLSCUI,630,
462484,4018054,VUID,632,
462485,N0000146395,NUI,632,
462486,C0010523,UMLSCUI,632,
462488,4027427,VUID,633,
462489,N0000179737,NUI,633,
462490,C0907850,UMLSCUI,633,
462493,C0056686,UMLSCUI,634,
462495,C0056783,UMLSCUI,635,
462497,4019678,VUID,636,
462498,N0000147770,NUI,636,
462499,C0055711,UMLSCUI,636,
462502,C0055716,UMLSCUI,638,
462504,4020976,VUID,639,
462505,N0000148447,NUI,639,
462506,C0286079,UMLSCUI,639,
462508,4019679,VUID,640,
462509,N0000147771,NUI,640,
462510,C0008777,UMLSCUI,640,
462512,4025239,VUID,641,
462513,N0000171771,NUI,641,
462514,C0055723,UMLSCUI,641,
462516,4021153,VUID,644,
462517,N0000148605,NUI,644,
462518,C0055729,UMLSCUI,644,
462521,4018845,VUID,645,
462522,N0000147147,NUI,645,
462523,C0008783,UMLSCUI,645,
462526,4021430,VUID,647,
462527,N0000148841,NUI,647,
462528,C1337242,UMLSCUI,647,
462531,C0055735,UMLSCUI,649,
462533,C0055747,UMLSCUI,652,
462535,N0000167127,NUI,654,
462536,C0008803,UMLSCUI,654,
462538,C0071149,UMLSCUI,655,
462539,4019087,VUID,657,
462540,N0000147347,NUI,657,
462541,C0008806,UMLSCUI,657,
462544,C0055775,UMLSCUI,658,
462545,4019307,VUID,659,
462546,N0000147503,NUI,659,
462547,C0008809,UMLSCUI,659,
462550,C0724554,UMLSCUI,660,
462553,4020957,VUID,661,
462554,N0000148433,NUI,661,
462555,C0530105,UMLSCUI,661,
462557,4021129,VUID,663,
462558,N0000148583,NUI,663,
462559,C0008845,UMLSCUI,663,
462562,4029346,VUID,664,
462563,N0000180302,NUI,664,
462564,C0010725,UMLSCUI,664,
462567,C0055804,UMLSCUI,665,
462569,4017464,VUID,666,
462570,N0000145852,NUI,666,
462571,C0055819,UMLSCUI,666,
462574,4020629,VUID,667,
462575,N0000148293,NUI,667,
462576,C0092801,UMLSCUI,667,
462579,4020086,VUID,668,
462580,N0000148093,NUI,668,
462581,C0055856,UMLSCUI,668,
462584,N0000005804,NUI,669,
462585,C0055860,UMLSCUI,669,
462587,C0055869,UMLSCUI,670,
462588,4019681,VUID,671,
462589,N0000147773,NUI,671,
462590,C0008929,UMLSCUI,671,
462592,N0000166810,NUI,673,
462593,C0008932,UMLSCUI,673,
462595,4028719,VUID,674,
462596,N0000178415,NUI,674,
462597,C0766108,UMLSCUI,674,
462600,4019682,VUID,676,
462601,N0000179084,NUI,676,
462602,C0055877,UMLSCUI,676,
462604,4019683,VUID,678,
462605,N0000147775,NUI,678,
462606,C0008947,UMLSCUI,678,
462609,C0055880,UMLSCUI,679,
462612,4018572,VUID,681,
462613,N0000146888,NUI,681,
462614,C0021978,UMLSCUI,681,
462617,4025788,VUID,682,
462618,N0000179086,NUI,682,
462619,C0055891,UMLSCUI,682,
462622,C0055894,UMLSCUI,684,
462624,C0055897,UMLSCUI,686,
462626,C1322002,UMLSCUI,688,
462627,N0000166424,NUI,690,
462628,C0012081,UMLSCUI,690,
462630,4024904,VUID,691,
462631,N0000171589,NUI,691,
462632,C0092777,UMLSCUI,691,
462635,4019504,VUID,692,
462636,N0000147624,NUI,692,
462637,C0008996,UMLSCUI,692,
462640,4018482,VUID,694,
462641,N0000146804,NUI,694,
462642,C0009002,UMLSCUI,694,
462645,4018616,VUID,700,
462646,N0000179535,NUI,700,
462647,C0546859,UMLSCUI,700,
462649,4019687,VUID,701,
462650,N0000147779,NUI,701,
462651,C0009010,UMLSCUI,701,
462654,C0055923,UMLSCUI,702,
462655,4017791,VUID,703,
462656,N0000146152,NUI,703,
462657,C0009011,UMLSCUI,703,
462659,4017850,VUID,704,
462660,N0000146207,NUI,704,
462661,C0009014,UMLSCUI,704,
462663,N0000167333,NUI,705,
462664,C0009018,UMLSCUI,705,
462665,N0000167202,NUI,706,
462666,C0009025,UMLSCUI,706,
462668,4024096,VUID,708,
462669,N0000022101,NUI,708,
462670,C0070166,UMLSCUI,708,
462673,C0055936,UMLSCUI,709,
462675,C0770393,UMLSCUI,711,
462677,C0771804,UMLSCUI,716,
462679,C0009071,UMLSCUI,717,
462680,C0009073,UMLSCUI,718,
462681,4018265,VUID,719,
462682,N0000146595,NUI,719,
462683,C0009074,UMLSCUI,719,
462686,4019689,VUID,720,
462687,N0000147781,NUI,720,
462688,C0009077,UMLSCUI,720,
462691,C0055964,UMLSCUI,721,
462693,4019488,VUID,722,
462694,N0000147608,NUI,722,
462695,C0009079,UMLSCUI,722,
462697,4019690,VUID,723,
462698,N0000147782,NUI,723,
462699,C0009170,UMLSCUI,723,
462702,4017509,VUID,725,
462703,N0000145894,NUI,725,
462704,C0009214,UMLSCUI,725,
462706,4020930,VUID,726,
462707,N0000148412,NUI,726,
462708,C0009262,UMLSCUI,726,
462710,4018811,VUID,727,
462711,N0000147114,NUI,727,
462712,C0008402,UMLSCUI,727,
462714,4019692,VUID,728,
462715,N0000147784,NUI,728,
462716,C0009279,UMLSCUI,728,
462719,4019552,VUID,730,
462720,N0000179368,NUI,730,
462721,C0216971,UMLSCUI,730,
462723,4019694,VUID,731,
462724,N0000147786,NUI,731,
462725,C0009315,UMLSCUI,731,
462728,4025087,VUID,732,
462729,N0000175346,NUI,732,
462730,C0966107,UMLSCUI,732,
462732,4017937,VUID,734,
462733,N0000146287,NUI,734,
462734,C0010137,UMLSCUI,734,
462737,C0056396,UMLSCUI,736,
462738,C0010206,UMLSCUI,738,
462740,C0772188,UMLSCUI,740,
462742,4018903,VUID,741,
462743,N0000147197,NUI,741,
462744,C0012694,UMLSCUI,741,
462747,4018661,VUID,744,
462748,N0000146972,NUI,744,
462749,C0056519,UMLSCUI,744,
462752,C0056643,UMLSCUI,746,
462754,4018058,VUID,747,
462755,N0000146399,NUI,747,
462756,C0010525,UMLSCUI,747,
462759,4019698,VUID,749,
462760,N0000147790,NUI,749,
462761,C0010547,UMLSCUI,749,
462764,C0010552,UMLSCUI,750,
462766,4019699,VUID,751,
462767,N0000147791,NUI,751,
462768,C0056732,UMLSCUI,751,
462771,C0056739,UMLSCUI,752,
462773,N0000166610,NUI,753,
462774,C0010560,UMLSCUI,753,
462776,C0163082,UMLSCUI,755,
462778,N0000166948,NUI,756,
462779,C0010581,UMLSCUI,756,
462780,4019700,VUID,757,
462781,N0000147792,NUI,757,
462782,C0010582,UMLSCUI,757,
462784,4018114,VUID,758,
462785,N0000146452,NUI,758,
462786,C0010583,UMLSCUI,758,
462788,4019284,VUID,759,
462789,N0000147483,NUI,759,
462790,C0010590,UMLSCUI,759,
462793,4018761,VUID,760,
462794,N0000147064,NUI,760,
462795,C0010592,UMLSCUI,760,
462798,4017504,VUID,761,
462799,N0000145889,NUI,761,
462800,C0056831,UMLSCUI,761,
462802,C0056835,UMLSCUI,763,
462804,C0056852,UMLSCUI,764,
462805,4019701,VUID,765,
462806,N0000147793,NUI,765,
462807,C0010620,UMLSCUI,765,
462810,N0000167457,NUI,766,
462811,C0056855,UMLSCUI,766,
462813,4020891,VUID,768,
462814,N0000179403,NUI,768,
462815,C0282119,UMLSCUI,768,
462817,4031437,VUID,769,
462818,N0000184609,NUI,769,
462819,C0010654,UMLSCUI,769,
462821,4018080,VUID,770,
462822,N0000146419,NUI,770,
462823,C0010711,UMLSCUI,770,
462825,4018386,VUID,773,
462826,N0000146713,NUI,773,
462827,C0010927,UMLSCUI,773,
462829,4017964,VUID,774,
462830,N0000146314,NUI,774,
462831,C0010934,UMLSCUI,774,
462834,4030255,VUID,776,
462835,N0000181837,NUI,776,
462836,C1571583,UMLSCUI,776,
462839,C3832636,UMLSCUI,777,
462842,4021183,VUID,778,
462843,N0000179689,NUI,778,
462844,C0756085,UMLSCUI,778,
462847,4018233,VUID,779,
462848,N0000146564,NUI,779,
462849,C0010961,UMLSCUI,779,
462851,4019703,VUID,780,
462852,N0000147795,NUI,780,
462853,C0010976,UMLSCUI,780,
462856,4020111,VUID,781,
462857,N0000148101,NUI,781,
462858,C0770916,UMLSCUI,781,
462860,4019264,VUID,782,
462861,N0000147467,NUI,782,
462862,C0010980,UMLSCUI,782,
462865,4021414,VUID,783,
462866,N0000148828,NUI,783,
462867,C0057144,UMLSCUI,783,
462870,C1310721,UMLSCUI,784,
462873,4025488,VUID,785,
462874,N0000179780,NUI,785,
462875,C1455147,UMLSCUI,785,
462877,4019704,VUID,786,
462878,N0000147796,NUI,786,
462879,C0011015,UMLSCUI,786,
462881,N0000166807,NUI,787,
462882,C0011064,UMLSCUI,787,
462883,N0000166976,NUI,788,
462884,C0011082,UMLSCUI,788,
462886,4025438,VUID,790,
462887,N0000179023,NUI,790,
462888,C0049065,UMLSCUI,790,
462891,4019705,VUID,792,
462892,N0000147797,NUI,792,
462893,C0011145,UMLSCUI,792,
462896,C0057258,UMLSCUI,793,
462897,4018426,VUID,794,
462898,N0000146752,NUI,794,
462899,C0011182,UMLSCUI,794,
462901,4021360,VUID,795,
462902,N0000148779,NUI,795,
462903,C0011185,UMLSCUI,795,
462906,4024051,VUID,799,
462907,N0000022056,NUI,799,
462908,C0288165,UMLSCUI,799,
462911,4017960,VUID,801,
462912,N0000179097,NUI,801,
462913,C0057361,UMLSCUI,801,
462916,4019707,VUID,802,
462917,N0000147799,NUI,802,
462918,C0011276,UMLSCUI,802,
462921,C0057362,UMLSCUI,803,
462923,C0057383,UMLSCUI,805,
462925,4018732,VUID,810,
462926,N0000147037,NUI,810,
462927,C0175158,UMLSCUI,810,
462930,4020649,VUID,811,
462931,N0000148295,NUI,811,
462932,C0063252,UMLSCUI,811,
462934,4019708,VUID,812,
462935,N0000147800,NUI,812,
462936,C0011685,UMLSCUI,812,
462939,4018753,VUID,813,
462940,N0000147056,NUI,813,
462941,C0011689,UMLSCUI,813,
462943,4021292,VUID,814,
462944,N0000148729,NUI,814,
462945,C0908935,UMLSCUI,814,
462947,N0000166921,NUI,816,
462948,C0011279,UMLSCUI,816,
462949,4019709,VUID,817,
462950,N0000170340,NUI,817,
462951,C0011701,UMLSCUI,817,
462954,4020568,VUID,818,
462955,N0000148270,NUI,818,
462956,C0057558,UMLSCUI,818,
462959,4018465,VUID,819,
462960,N0000146789,NUI,819,
462961,C0011707,UMLSCUI,819,
462964,4019710,VUID,820,
462965,N0000147802,NUI,820,
462966,C0011710,UMLSCUI,820,
462968,4018520,VUID,821,
462969,N0000179711,NUI,821,
462970,C0813203,UMLSCUI,821,
462972,4018521,VUID,822,
462973,N0000179098,NUI,822,
462974,C0057420,UMLSCUI,822,
462976,C0075765,UMLSCUI,823,
462977,4017922,VUID,824,
462978,N0000146273,NUI,824,
462979,C0011777,UMLSCUI,824,
462982,4017924,VUID,826,
462983,N0000179099,NUI,826,
462984,C0057598,UMLSCUI,826,
462987,4019711,VUID,830,
462988,N0000147803,NUI,830,
462989,C0057605,UMLSCUI,830,
462991,N0000167212,NUI,831,
462992,C0011785,UMLSCUI,831,
462994,4024029,VUID,832,
462995,N0000022034,NUI,832,
462996,C0011786,UMLSCUI,832,
462999,C0772505,UMLSCUI,833,
463001,4021214,VUID,835,
463002,N0000148660,NUI,835,
463003,C0113293,UMLSCUI,835,
463006,C1170283,UMLSCUI,836,
463009,4020828,VUID,838,
463010,N0000146036,NUI,838,
463011,C0057610,UMLSCUI,838,
463014,4023998,VUID,839,
463015,N0000189410,NUI,839,
463016,C0086444,UMLSCUI,839,
463018,4019978,VUID,841,
463019,N0000148062,NUI,841,
463020,C0011812,UMLSCUI,841,
463023,4020116,VUID,842,
463024,N0000179729,NUI,842,
463025,C0887411,UMLSCUI,842,
463026,N0000167041,NUI,843,
463027,C0011817,UMLSCUI,843,
463029,4019915,VUID,844,
463030,N0000148000,NUI,844,
463031,C0033493,UMLSCUI,844,
463033,4019541,VUID,845,
463034,N0000147647,NUI,845,
463035,C0017725,UMLSCUI,845,
463037,4022400,VUID,846,
463038,N0000020406,NUI,846,
463039,C0011824,UMLSCUI,846,
463041,4019515,VUID,847,
463042,N0000147635,NUI,847,
463043,C0057626,UMLSCUI,847,
463046,C0057678,UMLSCUI,849,
463047,4019713,VUID,851,
463048,N0000147805,NUI,851,
463049,C0012004,UMLSCUI,851,
463051,4017796,VUID,852,
463052,N0000146157,NUI,852,
463053,C0012010,UMLSCUI,852,
463056,4018795,VUID,854,
463057,N0000147098,NUI,854,
463058,C0012022,UMLSCUI,854,
463061,N0000168467,NUI,855,
463062,C0012024,UMLSCUI,855,
463063,C0012030,UMLSCUI,856,
463065,N0000168408,NUI,858,
463066,C0026236,UMLSCUI,858,
463067,4018897,VUID,859,
463068,N0000147191,NUI,859,
463069,C0012050,UMLSCUI,859,
463072,C1321984,UMLSCUI,860,
463074,4018116,VUID,861,
463075,N0000146454,NUI,861,
463076,C0003420,UMLSCUI,861,
463079,4019102,VUID,862,
463080,N0000185646,NUI,862,
463081,C0600203,UMLSCUI,862,
463083,N0000166606,NUI,863,
463084,C0012082,UMLSCUI,863,
463085,4017928,VUID,864,
463086,N0000146279,NUI,864,
463087,C0012086,UMLSCUI,864,
463090,4019714,VUID,865,
463091,N0000147806,NUI,865,
463092,C0012091,UMLSCUI,865,
463094,4019715,VUID,866,
463095,N0000147807,NUI,866,
463096,C0012093,UMLSCUI,866,
463099,4018715,VUID,867,
463100,N0000147021,NUI,867,
463101,C0005640,UMLSCUI,867,
463104,4017870,VUID,868,
463105,N0000179550,NUI,868,
463106,C0591771,UMLSCUI,868,
463108,4020118,VUID,869,
463109,N0000148104,NUI,869,
463110,C0012133,UMLSCUI,869,
463112,4018559,VUID,870,
463113,N0000146879,NUI,870,
463114,C0012145,UMLSCUI,870,
463117,4029967,VUID,871,
463118,N0000181307,NUI,871,
463119,C0057916,UMLSCUI,871,
463122,C0700531,UMLSCUI,873,
463123,4019717,VUID,874,
463124,N0000147809,NUI,874,
463125,C0012201,UMLSCUI,874,
463128,4017427,VUID,875,
463129,N0000145815,NUI,875,
463130,C0012203,UMLSCUI,875,
463133,C0057977,UMLSCUI,876,
463135,C0612470,UMLSCUI,877,
463137,4019718,VUID,878,
463138,N0000179105,NUI,878,
463139,C0057981,UMLSCUI,878,
463141,4017950,VUID,880,
463142,N0000146300,NUI,880,
463143,C0012228,UMLSCUI,880,
463145,4017429,VUID,881,
463146,N0000145817,NUI,881,
463147,C0012258,UMLSCUI,881,
463149,4018047,VUID,882,
463150,N0000146388,NUI,882,
463151,C0012265,UMLSCUI,882,
463154,C0771461,UMLSCUI,883,
463155,N0000167108,NUI,884,
463156,C0012271,UMLSCUI,884,
463158,4019720,VUID,886,
463159,N0000147812,NUI,886,
463160,C0058056,UMLSCUI,886,
463162,4017834,VUID,887,
463163,N0000146192,NUI,887,
463164,C0012289,UMLSCUI,887,
463166,C0771983,UMLSCUI,888,
463168,C0063103,UMLSCUI,889,
463170,N0000168466,NUI,890,
463171,C0012317,UMLSCUI,890,
463173,C0771458,UMLSCUI,892,
463177,C0058181,UMLSCUI,896,
463179,4020128,VUID,897,
463180,N0000179650,NUI,897,
463181,C0700579,UMLSCUI,897,
463184,C0771610,UMLSCUI,898,
463185,4018048,VUID,901,
463186,N0000146389,NUI,901,
463187,C0012381,UMLSCUI,901,
463190,C0813204,UMLSCUI,903,
463192,C0392426,UMLSCUI,905,
463194,4019027,VUID,906,
463195,N0000147300,NUI,906,
463196,C0012403,UMLSCUI,906,
463203,4017449,VUID,908,
463204,N0000145837,NUI,908,
463205,C0700566,UMLSCUI,908,
463207,N0000008056,NUI,912,
463208,C0012471,UMLSCUI,912,
463209,4018093,VUID,913,
463210,N0000146431,NUI,913,
463211,C0012472,UMLSCUI,913,
463214,C0301371,UMLSCUI,915,
463215,4019724,VUID,916,
463216,N0000147816,NUI,916,
463217,C0012522,UMLSCUI,916,
463219,4019726,VUID,918,
463220,N0000147818,NUI,918,
463221,C0012525,UMLSCUI,918,
463224,4019727,VUID,920,
463225,N0000147819,NUI,920,
463226,C0058389,UMLSCUI,920,
463228,C0058410,UMLSCUI,921,
463230,4019152,VUID,922,
463231,N0000147397,NUI,922,
463232,C0700488,UMLSCUI,922,
463234,4017884,VUID,924,
463235,N0000146237,NUI,924,
463236,C0012582,UMLSCUI,924,
463239,4020907,VUID,925,
463240,N0000148396,NUI,925,
463241,C0058445,UMLSCUI,925,
463243,4019729,VUID,926,
463244,N0000147821,NUI,926,
463245,C0012702,UMLSCUI,926,
463248,C0012757,UMLSCUI,927,
463249,4018494,VUID,928,
463250,N0000146816,NUI,928,
463251,C0012772,UMLSCUI,928,
463253,4018868,VUID,934,
463254,N0000147167,NUI,934,
463255,C0025368,UMLSCUI,934,
463258,4017741,VUID,935,
463259,N0000146108,NUI,935,
463260,C0024730,UMLSCUI,935,
463262,N0000166481,NUI,936,
463263,C0006694,UMLSCUI,936,
463264,4019730,VUID,937,
