hgnc_id	symbol	status	entrez_id
5	A1BG	Approved	1.0
37133	A1BG-AS1	Approved	503538.0
24086	A1CF	Approved	29974.0
7	A2M	Approved	2.0
27057	A2M-AS1	Approved	144571.0
23336	A2ML1	Approved	144568.0
41022	A2ML1-AS1	Approved	100874108.0
41523	A2ML1-AS2	Approved	106478979.0
8	A2MP1	Approved	3.0
30005	A3GALT2	Approved	127550.0
18149	A4GALT	Approved	53947.0
17968	A4GNT	Approved	51146.0
1	A12M1	Entry Withdrawn	
2	A12M2	Entry Withdrawn	
3	A12M3	Entry Withdrawn	
4	A12M4	Entry Withdrawn	
13666	AAAS	Approved	8086.0
12	AABT	Entry Withdrawn	
21298	AACS	Approved	65985.0
18226	AACSP1	Approved	729522.0
17	AADAC	Approved	13.0
24427	AADACL2	Approved	344752.0
50301	AADACL2-AS1	Approved	101928142.0
32037	AADACL3	Approved	126767.0
32038	AADACL4	Approved	343066.0
50305	AADACP1	Approved	201651.0
17929	AADAT	Approved	51166.0
16881	AAED1	Approved	195827.0
25662	AAGAB	Approved	79719.0
19679	AAK1	Approved	22848.0
30205	AAMDC	Approved	28971.0
18	AAMP	Approved	14.0
19	AANAT	Approved	15.0
15886	AAR2	Approved	25980.0
33842	AARD	Approved	441376.0
20	AARS	Approved	16.0
21022	AARS2	Approved	57505.0
28417	AARSD1	Approved	80755.0
49894	AARSP1	Approved	106480683.0
23993	AASDH	Approved	132949.0
14235	AASDHPPT	Approved	60496.0
17366	AASS	Approved	10157.0
51526	AATBC	Approved	284837.0
19235	AATF	Approved	26574.0
21	AATK	Approved	9625.0
40053	AATK-AS1	Approved	388428.0
22	AAVS1	Approved	17.0
49667	ABALON	Approved	103021294.0
23	ABAT	Approved	18.0
29	ABCA1	Approved	19.0
32	ABCA2	Approved	20.0
33	ABCA3	Approved	21.0
34	ABCA4	Approved	24.0
35	ABCA5	Approved	23461.0
36	ABCA6	Approved	23460.0
37	ABCA7	Approved	10347.0
38	ABCA8	Approved	10351.0
39	ABCA9	Approved	10350.0
39983	ABCA9-AS1	Approved	104355297.0
30	ABCA10	Approved	10349.0
31	ABCA11P	Approved	79963.0
14637	ABCA12	Approved	26154.0
14638	ABCA13	Approved	154664.0
32972	ABCA17P	Approved	650655.0
40	ABCB1	Approved	5243.0
45	ABCB4	Approved	5244.0
46	ABCB5	Approved	340273.0
47	ABCB6	Approved	10058.0
48	ABCB7	Approved	22.0
49	ABCB8	Approved	11194.0
50	ABCB9	Approved	23457.0
41	ABCB10	Approved	23456.0
14114	ABCB10P1	Approved	56476.0
31129	ABCB10P3	Approved	728248.0
31130	ABCB10P4	Approved	100132289.0
42	ABCB11	Approved	8647.0
51	ABCC1	Approved	4363.0
53	ABCC2	Approved	1244.0
54	ABCC3	Approved	8714.0
55	ABCC4	Approved	10257.0
56	ABCC5	Approved	10057.0
40055	ABCC5-AS1	Approved	100873982.0
57	ABCC6	Approved	368.0
33352	ABCC6P1	Approved	653190.0
33353	ABCC6P2	Approved	730013.0
59	ABCC8	Approved	6833.0
60	ABCC9	Approved	10060.0
52	ABCC10	Approved	89845.0
14639	ABCC11	Approved	85320.0
14640	ABCC12	Approved	94160.0
16022	ABCC13	Approved	150000.0
61	ABCD1	Approved	215.0
62	ABCD1P1	Approved	23785.0
63	ABCD1P2	Approved	26983.0
64	ABCD1P3	Approved	26982.0
65	ABCD1P4	Approved	26957.0
42662	ABCD1P5	Approved	642762.0
66	ABCD2	Approved	225.0
67	ABCD3	Approved	5825.0
68	ABCD4	Approved	5826.0
69	ABCE1	Approved	6059.0
70	ABCF1	Approved	23.0
71	ABCF2	Approved	10061.0
48841	ABCF2P1	Approved	344653.0
48842	ABCF2P2	Approved	100422059.0
72	ABCF3	Approved	55324.0
73	ABCG1	Approved	9619.0
74	ABCG2	Approved	9429.0
13884	ABCG4	Approved	64137.0
13886	ABCG5	Approved	64240.0
13887	ABCG8	Approved	64241.0
17553	ABHD1	Approved	84696.0
18717	ABHD2	Approved	11057.0
18718	ABHD3	Approved	171586.0
20154	ABHD4	Approved	63874.0
21396	ABHD5	Approved	51099.0
21398	ABHD6	Approved	57406.0
23759	ABHD8	Approved	79575.0
25656	ABHD10	Approved	55347.0
16407	ABHD11	Approved	83451.0
18289	ABHD11-AS1	Approved	171022.0
40012	ABHD11-AS2	Entry Withdrawn	
15868	ABHD12	Approved	26090.0
19837	ABHD12B	Approved	145447.0
20293	ABHD13	Approved	84945.0
24538	ABHD14A	Approved	25864.0
38856	ABHD14A-ACY1	Approved	100526760.0
28235	ABHD14B	Approved	84836.0
26971	ABHD15	Approved	116236.0
49685	ABHD15-AS1	Approved	104355133.0
13921	ABHD16A	Approved	7920.0
16128	ABHD16B	Approved	140701.0
28756	ABHD17A	Approved	81926.0
28394	ABHD17AP1	Approved	728917.0
34041	ABHD17AP3	Approved	648359.0
34042	ABHD17AP4	Approved	729495.0
34043	ABHD17AP5	Approved	91219.0
34044	ABHD17AP6	Approved	644988.0
38508	ABHD17AP7	Approved	100133212.0
38509	ABHD17AP8	Approved	647144.0
38510	ABHD17AP9	Approved	100132251.0
24278	ABHD17B	Approved	51104.0
26925	ABHD17C	Approved	58489.0
26111	ABHD18	Approved	80167.0
11320	ABI1	Approved	10006.0
20035	ABI1P1	Approved	326268.0
24011	ABI2	Approved	10152.0
29859	ABI3	Approved	51225.0
17265	ABI3BP	Approved	25890.0
76	ABL1	Approved	25.0
77	ABL2	Approved	27.0
78	ABLIM1	Approved	3983.0
19195	ABLIM2	Approved	84448.0
29132	ABLIM3	Approved	22885.0
79	ABO	Approved	28.0
81	ABR	Approved	29.0
30655	ABRA	Approved	137735.0
21230	ABRACL	Approved	58527.0
25829	ABRAXAS1	Approved	84142.0
28975	ABRAXAS2	Approved	23172.0
17369	ABT1	Approved	29777.0
39557	ABT1P1	Approved	100420695.0
18275	ABTB1	Approved	80325.0
23842	ABTB2	Approved	25841.0
82	ACAA1	Approved	30.0
83	ACAA2	Approved	10449.0
84	ACACA	Approved	31.0
85	ACACB	Approved	32.0
86	ACAD	Entry Withdrawn	
87	ACAD8	Approved	27034.0
21497	ACAD9	Approved	28976.0
21597	ACAD10	Approved	80724.0
30211	ACAD11	Approved	84129.0
88	ACADL	Approved	33.0
89	ACADM	Approved	34.0
90	ACADS	Approved	35.0
91	ACADSB	Approved	36.0
92	ACADVL	Approved	37.0
319	ACAN	Approved	176.0
16467	ACAP1	Approved	9744.0
16469	ACAP2	Approved	23527.0
41426	ACAP2-IT1	Approved	100874306.0
16754	ACAP3	Approved	116983.0
93	ACAT1	Approved	38.0
94	ACAT2	Approved	39.0
15453	ACBD3	Approved	64746.0
40701	ACBD3-AS1	Approved	107985353.0
23337	ACBD4	Approved	79777.0
23338	ACBD5	Approved	91452.0
23339	ACBD6	Approved	84320.0
17715	ACBD7	Approved	414149.0
23989	ACCS	Approved	84680.0
34391	ACCSL	Approved	390110.0
25070	ACD	Approved	65057.0
2707	ACE	Approved	1636.0
13557	ACE2	Approved	59272.0
44365	ACE3P	Approved	100129123.0
18356	ACER1	Approved	125981.0
23675	ACER2	Approved	340485.0
16066	ACER3	Approved	55331.0
108	ACHE	Approved	43.0
17066	ACIN1	Approved	22985.0
4035	ACKR1	Approved	2532.0
1565	ACKR2	Approved	1238.0
23692	ACKR3	Approved	57007.0
1611	ACKR4	Approved	51554.0
114	ACLS	Approved	46.0
115	ACLY	Approved	47.0
116	ACMG	Entry Withdrawn	
19288	ACMSD	Approved	130013.0
117	ACO1	Approved	48.0
118	ACO2	Approved	50.0
33904	ACOD1	Approved	730249.0
33128	ACOT1	Approved	641371.0
18431	ACOT2	Approved	10965.0
19748	ACOT4	Approved	122970.0
33159	ACOT6	Approved	641372.0
24157	ACOT7	Approved	11332.0
15919	ACOT8	Approved	10005.0
17152	ACOT9	Approved	23597.0
18156	ACOT11	Approved	26027.0
24436	ACOT12	Approved	134526.0
20999	ACOT13	Approved	55856.0
119	ACOX1	Approved	51.0
120	ACOX2	Approved	8309.0
121	ACOX3	Approved	8310.0
25621	ACOXL	Approved	55289.0
41112	ACOXL-AS1	Approved	400997.0
122	ACP1	Approved	52.0
123	ACP2	Approved	53.0
124	ACP5	Approved	54.0
29609	ACP6	Approved	51205.0
33781	ACP7	Approved	390928.0
125	ACPP	Approved	55.0
14376	ACPT	Approved	93650.0
126	ACR	Approved	49.0
17195	ACRBP	Approved	84519.0
127	ACRV1	Approved	56.0
29567	ACSBG1	Approved	23205.0
24174	ACSBG2	Approved	81616.0
26101	ACSF2	Approved	80221.0
27288	ACSF3	Approved	197322.0
3569	ACSL1	Approved	2180.0
3570	ACSL3	Approved	2181.0
3571	ACSL4	Approved	2182.0
16526	ACSL5	Approved	51703.0
16496	ACSL6	Approved	23305.0
18049	ACSM1	Approved	116285.0
32017	ACSM2A	Approved	123876.0
30931	ACSM2B	Approved	348158.0
10522	ACSM3	Approved	6296.0
32016	ACSM4	Approved	341392.0
26060	ACSM5	Approved	54988.0
51295	ACSM5P1	Approved	100421779.0
31665	ACSM6	Approved	142827.0
16091	ACSS1	Approved	84532.0
15814	ACSS2	Approved	55902.0
24723	ACSS3	Approved	79611.0
129	ACTA1	Approved	58.0
130	ACTA2	Approved	59.0
45169	ACTA2-AS1	Approved	100132116.0
132	ACTB	Approved	60.0
17780	ACTBL2	Approved	345651.0
134	ACTBP1	Approved	643309.0
135	ACTBP2	Approved	62.0
136	ACTBP3	Approved	63.0
137	ACTBP4	Approved	64.0
138	ACTBP5	Entry Withdrawn	
139	ACTBP6	Approved	66.0
140	ACTBP7	Approved	67.0
141	ACTBP8	Approved	68.0
142	ACTBP9	Approved	69.0
31819	ACTBP10	Approved	446207.0
33971	ACTBP11	Approved	644220.0
150	ACTBP12	Approved	100462767.0
44626	ACTBP13	Approved	389120.0
45086	ACTBP14	Approved	389976.0
143	ACTC1	Approved	70.0
144	ACTG1	Approved	71.0
146	ACTG1P1	Approved	73.0
147	ACTG1P2	Approved	74.0
148	ACTG1P3	Approved	75.0
149	ACTG1P4	Approved	648740.0
151	ACTG1P6	Approved	78.0
152	ACTG1P7	Approved	79.0
153	ACTG1P8	Approved	80.0
154	ACTG1P9	Approved	82.0
155	ACTG1P10	Approved	83.0
37651	ACTG1P11	Approved	414754.0
44496	ACTG1P12	Approved	100418921.0
49058	ACTG1P13	Approved	100418920.0
49751	ACTG1P14	Approved	100418910.0
51495	ACTG1P15	Approved	100418951.0
51496	ACTG1P16	Approved	100418960.0
51497	ACTG1P17	Approved	283693.0
51498	ACTG1P18	Approved	100418924.0
51499	ACTG1P19	Approved	644160.0
51500	ACTG1P20	Approved	644961.0
51501	ACTG1P21	Approved	100131291.0
51502	ACTG1P22	Approved	100131953.0
51503	ACTG1P23	Approved	442097.0
49661	ACTG1P24	Approved	441783.0
145	ACTG2	Approved	72.0
158	ACTL4	Entry Withdrawn	
159	ACTL5	Entry Withdrawn	
24124	ACTL6A	Approved	86.0
160	ACTL6B	Approved	51412.0
161	ACTL7A	Approved	10881.0
162	ACTL7B	Approved	10880.0
24018	ACTL8	Approved	81569.0
28494	ACTL9	Approved	284382.0
16127	ACTL10	Approved	170487.0
163	ACTN1	Approved	87.0
20131	ACTN1-AS1	Approved	161159.0
164	ACTN2	Approved	88.0
165	ACTN3	Approved	89.0
166	ACTN4	Approved	81.0
44028	ACTN4P1	Approved	344978.0
44032	ACTN4P2	Approved	391026.0
51621	ACTP1	Approved	106480335.0
167	ACTR1A	Approved	10121.0
168	ACTR1B	Approved	10120.0
169	ACTR2	Approved	10097.0
170	ACTR3	Approved	10096.0
17256	ACTR3B	Approved	57180.0
37724	ACTR3BP1	Approved	643050.0
38677	ACTR3BP2	Approved	440888.0
38678	ACTR3BP3	Approved	647156.0
38681	ACTR3BP4	Approved	777774.0
38682	ACTR3BP5	Approved	399746.0
38683	ACTR3BP6	Approved	644773.0
37282	ACTR3C	Approved	653857.0
31820	ACTR3P1	Approved	100288580.0
38676	ACTR3P2	Approved	100129013.0
38679	ACTR3P3	Approved	100128020.0
14671	ACTR5	Approved	79913.0
24025	ACTR6	Approved	64431.0
44210	ACTR6P1	Approved	100421495.0
14672	ACTR8	Approved	93973.0
17372	ACTR10	Approved	55860.0
24027	ACTRT1	Approved	139741.0
24026	ACTRT2	Approved	140625.0
24022	ACTRT3	Approved	84517.0
171	ACVR1	Approved	90.0
172	ACVR1B	Approved	91.0
18123	ACVR1C	Approved	130399.0
173	ACVR2A	Approved	92.0
174	ACVR2B	Approved	93.0
44161	ACVR2B-AS1	Approved	100128640.0
175	ACVRL1	Approved	94.0
177	ACY1	Approved	95.0
24104	ACY3	Approved	91703.0
179	ACYP1	Approved	97.0
180	ACYP2	Approved	98.0
185	AD5	Approved	8081.0
186	ADA	Approved	100.0
1839	ADA2	Approved	51816.0
30713	ADAD1	Approved	132612.0
44550	ADAD1P1	Approved	100422386.0
44552	ADAD1P2	Approved	100422407.0
30714	ADAD2	Approved	161931.0
31853	ADAL	Approved	161823.0
187	ADAM1A	Approved	8759.0
44366	ADAM1B	Approved	100420505.0
198	ADAM2	Approved	2515.0
209	ADAM3A	Approved	1587.0
210	ADAM3B	Approved	1596.0
212	ADAM5	Approved	255926.0
213	ADAM6	Approved	8755.0
214	ADAM7	Approved	8756.0
215	ADAM8	Approved	101.0
216	ADAM9	Approved	8754.0
188	ADAM10	Approved	102.0
189	ADAM11	Approved	4185.0
190	ADAM12	Approved	8038.0
43841	ADAM12-OT1	Entry Withdrawn	
193	ADAM15	Approved	8751.0
195	ADAM17	Approved	6868.0
196	ADAM18	Approved	8749.0
197	ADAM19	Approved	8728.0
199	ADAM20	Approved	8748.0
20102	ADAM20P1	Approved	317760.0
43901	ADAM20P2	Approved	100533671.0
43902	ADAM20P3	Approved	644325.0
200	ADAM21	Approved	8747.0
19822	ADAM21P1	Approved	145241.0
201	ADAM22	Approved	53616.0
202	ADAM23	Approved	8745.0
203	ADAM24P	Approved	646479.0
206	ADAM28	Approved	10863.0
207	ADAM29	Approved	11086.0
208	ADAM30	Approved	11085.0
15479	ADAM32	Approved	203102.0
15478	ADAM33	Approved	80332.0
16299	ADAMDEC1	Approved	27299.0
217	ADAMTS1	Approved	9510.0
218	ADAMTS2	Approved	9509.0
219	ADAMTS3	Approved	9508.0
220	ADAMTS4	Approved	9507.0
221	ADAMTS5	Approved	11096.0
222	ADAMTS6	Approved	11174.0
223	ADAMTS7	Approved	11173.0
49407	ADAMTS7P1	Approved	390660.0
49409	ADAMTS7P3	Approved	400406.0
49410	ADAMTS7P4	Approved	642935.0
224	ADAMTS8	Approved	11095.0
13202	ADAMTS9	Approved	56999.0
40625	ADAMTS9-AS1	Approved	101929335.0
42435	ADAMTS9-AS2	Approved	100507098.0
13201	ADAMTS10	Approved	81794.0
14605	ADAMTS12	Approved	81792.0
1366	ADAMTS13	Approved	11093.0
14899	ADAMTS14	Approved	140766.0
16305	ADAMTS15	Approved	170689.0
17108	ADAMTS16	Approved	170690.0
17109	ADAMTS17	Approved	170691.0
17110	ADAMTS18	Approved	170692.0
17111	ADAMTS19	Approved	171019.0
40797	ADAMTS19-AS1	Approved	103689846.0
17178	ADAMTS20	Approved	80070.0
14632	ADAMTSL1	Approved	92949.0
14631	ADAMTSL2	Approved	9719.0
14633	ADAMTSL3	Approved	57188.0
19706	ADAMTSL4	Approved	54507.0
32041	ADAMTSL4-AS1	Approved	574406.0
27912	ADAMTSL5	Approved	339366.0
16486	ADAP1	Approved	11033.0
16487	ADAP2	Approved	55803.0
225	ADAR	Approved	103.0
226	ADARB1	Approved	104.0
227	ADARB2	Approved	105.0
23299	ADARB2-AS1	Approved	642394.0
228	ADAT1	Approved	23536.0
21172	ADAT2	Approved	134637.0
25151	ADAT3	Approved	113179.0
19038	ADCK1	Approved	57143.0
19039	ADCK2	Approved	90956.0
21738	ADCK5	Approved	203054.0
229	ADCP1	Approved	106.0
232	ADCY1	Approved	107.0
233	ADCY2	Approved	108.0
234	ADCY3	Approved	109.0
235	ADCY4	Approved	196883.0
236	ADCY5	Approved	111.0
237	ADCY6	Approved	112.0
238	ADCY7	Approved	113.0
239	ADCY8	Approved	114.0
240	ADCY9	Approved	115.0
21285	ADCY10	Approved	55811.0
44143	ADCY10P1	Approved	221442.0
241	ADCYAP1	Approved	116.0
242	ADCYAP1R1	Approved	117.0
243	ADD1	Approved	118.0
244	ADD2	Approved	119.0
245	ADD3	Approved	120.0
48682	ADD3-AS1	Approved	100505933.0
247	ADFN	Approved	122.0
21212	ADGB	Approved	79747.0
13838	ADGRA1	Approved	84435.0
49543	ADGRA1-AS1	Approved	100128127.0
17849	ADGRA2	Approved	25960.0
13839	ADGRA3	Approved	166647.0
943	ADGRB1	Approved	575.0
944	ADGRB2	Approved	576.0
945	ADGRB3	Approved	577.0
19893	ADGRD1	Approved	283383.0
53314	ADGRD1-AS1	Approved	105755954.0
18651	ADGRD2	Approved	347088.0
3336	ADGRE1	Approved	2015.0
3337	ADGRE2	Approved	30817.0
23647	ADGRE3	Approved	84658.0
19240	ADGRE4P	Approved	326342.0
1711	ADGRE5	Approved	976.0
18990	ADGRF1	Approved	266977.0
18991	ADGRF2	Approved	222611.0
18989	ADGRF3	Approved	165082.0
19011	ADGRF4	Approved	221393.0
19030	ADGRF5	Approved	221395.0
32922	ADGRF5P1	Approved	389740.0
32921	ADGRF5P2	Approved	441416.0
4512	ADGRG1	Approved	9289.0
4516	ADGRG2	Approved	10149.0
13728	ADGRG3	Approved	222487.0
18992	ADGRG4	Approved	139378.0
19010	ADGRG5	Approved	221188.0
13841	ADGRG6	Approved	57211.0
19241	ADGRG7	Approved	84873.0
20973	ADGRL1	Approved	22859.0
18582	ADGRL2	Approved	23266.0
20974	ADGRL3	Approved	23284.0
50604	ADGRL3-AS1	Approved	101927186.0
20822	ADGRL4	Approved	64123.0
17416	ADGRV1	Approved	84059.0
249	ADH1A	Approved	124.0
250	ADH1B	Approved	125.0
251	ADH1C	Approved	126.0
252	ADH4	Approved	127.0
253	ADH5	Approved	128.0
254	ADH5P1	Entry Withdrawn	
22976	ADH5P2	Approved	343296.0
22991	ADH5P3	Approved	100131810.0
21377	ADH5P4	Approved	642443.0
255	ADH6	Approved	130.0
256	ADH7	Approved	131.0
16354	ADHFE1	Approved	137872.0
30576	ADI1	Approved	55256.0
52339	ADI1P1	Approved	100130936.0
52340	ADI1P2	Approved	100288971.0
52341	ADI1P3	Approved	100288129.0
28606	ADIG	Approved	149685.0
13633	ADIPOQ	Approved	9370.0
40648	ADIPOQ-AS1	Approved	100874095.0
24040	ADIPOR1	Approved	51094.0
44910	ADIPOR1P1	Approved	645220.0
44911	ADIPOR1P2	Approved	390503.0
24041	ADIPOR2	Approved	79602.0
24043	ADIRF	Approved	10974.0
45127	ADIRF-AS1	Approved	100133190.0
257	ADK	Approved	132.0
259	ADM	Approved	133.0
28898	ADM2	Approved	79924.0
27293	ADM5	Approved	199800.0
15766	ADNP	Approved	23394.0
51227	ADNP-AS1	Approved	101927631.0
23803	ADNP2	Approved	22850.0
23506	ADO	Approved	84890.0
262	ADORA1	Approved	134.0
263	ADORA2A	Approved	135.0
37122	ADORA2A-AS1	Approved	646023.0
264	ADORA2B	Approved	136.0
265	ADORA2BP1	Approved	137.0
266	ADORA2L1	Entry Withdrawn	
267	ADORA2L2	Entry Withdrawn	
268	ADORA3	Approved	140.0
25250	ADPGK	Approved	83440.0
44144	ADPGK-AS1	Approved	100287559.0
269	ADPRH	Approved	141.0
21303	ADPRHL1	Approved	113622.0
21304	ADPRHL2	Approved	54936.0
30925	ADPRM	Approved	56985.0
277	ADRA1A	Approved	148.0
278	ADRA1B	Approved	147.0
280	ADRA1D	Approved	146.0
281	ADRA2A	Approved	150.0
282	ADRA2B	Approved	151.0
283	ADRA2C	Approved	152.0
285	ADRB1	Approved	153.0
286	ADRB2	Approved	154.0
288	ADRB3	Approved	155.0
15759	ADRM1	Approved	11047.0
291	ADSL	Approved	158.0
292	ADSS	Approved	159.0
20093	ADSSL1	Approved	122622.0
293	ADT	Entry Withdrawn	
21214	ADTRP	Approved	84830.0
303	AEBP1	Approved	165.0
24051	AEBP2	Approved	121536.0
25722	AEN	Approved	64782.0
307	AES	Approved	166.0
309	AF8T	Approved	169.0
310	AFA	Approved	170.0
24017	AFAP1	Approved	60312.0
28141	AFAP1-AS1	Approved	84740.0
26714	AFAP1L1	Approved	134265.0
25901	AFAP1L2	Approved	84632.0
312	AFD1	Approved	171.0
7137	AFDN	Approved	4301.0
21236	AFDN-AS1	Approved	653483.0
7135	AFF1	Approved	4299.0
53447	AFF1-AS1	Approved	100506746.0
3776	AFF2	Approved	2334.0
41334	AFF2-IT1	Approved	100874269.0
6473	AFF3	Approved	3899.0
17869	AFF4	Approved	27125.0
16411	AFG1L	Approved	246269.0
314	AFG3L1P	Approved	172.0
315	AFG3L2	Approved	10939.0
24169	AFG3L2P1	Approved	347028.0
316	AFM	Approved	173.0
20910	AFMID	Approved	125061.0
317	AFP	Approved	174.0
25951	AFTPH	Approved	54812.0
318	AGA	Approved	175.0
16922	AGAP1	Approved	116987.0
41427	AGAP1-IT1	Approved	100506749.0
16921	AGAP2	Approved	116986.0
48633	AGAP2-AS1	Approved	100130776.0
16923	AGAP3	Approved	116988.0
23459	AGAP4	Approved	119016.0
23467	AGAP5	Approved	729092.0
23466	AGAP6	Approved	414189.0
23465	AGAP7P	Approved	653268.0
23463	AGAP9	Approved	642517.0
23659	AGAP10P	Approved	653234.0
29421	AGAP11	Approved	119385.0
23661	AGAP12P	Approved	414224.0
23499	AGAP13P	Approved	728005.0
23660	AGAP14	Approved	653259.0
26504	AGBL1	Approved	123624.0
48617	AGBL1-AS1	Approved	727915.0
26296	AGBL2	Approved	79841.0
27981	AGBL3	Approved	340351.0
25892	AGBL4	Approved	84871.0
41482	AGBL4-IT1	Approved	100874313.0
26147	AGBL5	Approved	60509.0
41133	AGBL5-AS1	Approved	100874031.0
41484	AGBL5-IT1	Approved	106481744.0
320	AGER	Approved	177.0
5175	AGFG1	Approved	3267.0
5177	AGFG2	Approved	3268.0
24684	AGGF1	Approved	55109.0
38051	AGGF1P1	Approved	100132380.0
38052	AGGF1P2	Approved	644435.0
38053	AGGF1P3	Approved	391552.0
38054	AGGF1P4	Approved	100129351.0
51741	AGGF1P5	Approved	100128103.0
51744	AGGF1P6	Approved	106481737.0
51740	AGGF1P7	Approved	100132606.0
51745	AGGF1P8	Approved	100128804.0
51746	AGGF1P9	Approved	100127958.0
51747	AGGF1P10	Approved	100288774.0
21869	AGK	Approved	55750.0
37661	AGKP1	Approved	359793.0
321	AGL	Approved	178.0
18407	AGMAT	Approved	79814.0
33784	AGMO	Approved	392636.0
323	AGMX2	Approved	179.0
3262	AGO1	Approved	26523.0
3263	AGO2	Approved	27161.0
18421	AGO3	Approved	192669.0
18424	AGO4	Approved	192670.0
324	AGPAT1	Approved	10554.0
325	AGPAT2	Approved	10555.0
326	AGPAT3	Approved	56894.0
20885	AGPAT4	Approved	56895.0
20988	AGPAT4-IT1	Approved	79992.0
20886	AGPAT5	Approved	55326.0
37709	AGPAT5P1	Approved	646231.0
327	AGPS	Approved	8540.0
328	AGR2	Approved	10551.0
24167	AGR3	Approved	155465.0
329	AGRN	Approved	375790.0
330	AGRP	Approved	181.0
333	AGT	Approved	183.0
17258	AGTPBP1	Approved	23287.0
336	AGTR1	Approved	185.0
338	AGTR2	Approved	186.0
13539	AGTRAP	Approved	57085.0
340	AGTRL2	Entry Withdrawn	
341	AGXT	Approved	189.0
14412	AGXT2	Approved	64902.0
24618	AHCTF1	Approved	25909.0
24620	AHCTF1P1	Approved	285116.0
343	AHCY	Approved	191.0
344	AHCYL1	Approved	10768.0
22204	AHCYL2	Approved	23382.0
44993	AHCYP1	Approved	340844.0
44994	AHCYP2	Approved	392387.0
44995	AHCYP3	Approved	402093.0
44996	AHCYP4	Approved	129560.0
44997	AHCYP5	Approved	391470.0
44998	AHCYP6	Approved	100419714.0
44999	AHCYP7	Approved	645486.0
45000	AHCYP8	Approved	107063538.0
25230	AHDC1	Approved	27245.0
21575	AHI1	Approved	54806.0
347	AHNAK	Approved	79026.0
20125	AHNAK2	Approved	113146.0
348	AHR	Approved	196.0
346	AHRR	Approved	57491.0
1189	AHSA1	Approved	10598.0
20437	AHSA2	Approved	130872.0
349	AHSG	Approved	197.0
18075	AHSP	Approved	51327.0
350	AIC	Approved	192.0
13203	AICDA	Approved	57379.0
25761	AIDA	Approved	64853.0
352	AIF1	Approved	199.0
28904	AIF1L	Approved	83543.0
8768	AIFM1	Approved	9131.0
44884	AIFM1P1	Approved	645120.0
21411	AIFM2	Approved	84883.0
26398	AIFM3	Approved	150209.0
21607	AIG1	Approved	51390.0
43926	AIG1P1	Approved	106479028.0
355	AIH3	Approved	201.0
357	AIM2	Approved	9447.0
10648	AIMP1	Approved	9255.0
16543	AIMP1P1	Approved	170547.0
43693	AIMP1P2	Approved	100873064.0
20609	AIMP2	Approved	7965.0
358	AIP	Approved	9049.0
359	AIPL1	Approved	23746.0
360	AIRE	Approved	326.0
34515	AIRN	Approved	100271873.0
16304	AIS1	Approved	373071.0
23054	AIS2	Approved	378426.0
23083	AIS3	Approved	378427.0
30801	AJAP1	Approved	55966.0
20250	AJUBA	Approved	84962.0
361	AK1	Approved	203.0
362	AK2	Approved	204.0
24037	AK2P1	Approved	266920.0
33542	AK2P2	Approved	339736.0
17376	AK3	Approved	50808.0
31099	AK3P2	Approved	100419074.0
39062	AK3P3	Approved	100419075.0
39063	AK3P4	Approved	100129959.0
39064	AK3P5	Approved	100288319.0
39065	AK3P6	Approved	100873789.0
363	AK4	Approved	205.0
364	AK4P1	Approved	206.0
39066	AK4P2	Approved	100132104.0
21596	AK4P3	Approved	645619.0
39067	AK4P4	Approved	100128705.0
39068	AK4P5	Approved	100526416.0
39069	AK4P6	Approved	649288.0
365	AK5	Approved	26289.0
49151	AK6	Approved	102157402.0
51678	AK6P1	Approved	100132086.0
51679	AK6P2	Approved	100128817.0
20091	AK7	Approved	122481.0
26526	AK8	Approved	158067.0
33814	AK9	Approved	221264.0
28285	AKAIN1	Approved	642597.0
367	AKAP1	Approved	8165.0
372	AKAP2	Approved	11217.0
373	AKAP3	Approved	10566.0
374	AKAP4	Approved	8852.0
375	AKAP5	Approved	9495.0
376	AKAP6	Approved	9472.0
377	AKAP7	Approved	9465.0
378	AKAP8	Approved	10270.0
29857	AKAP8L	Approved	26993.0
49758	AKAP8P1	Approved	646114.0
379	AKAP9	Approved	10142.0
368	AKAP10	Approved	11216.0
369	AKAP11	Approved	11215.0
39939	AKAP11-IT1	Entry Withdrawn	
370	AKAP12	Approved	9590.0
371	AKAP13	Approved	11214.0
24061	AKAP14	Approved	158798.0
18783	AKAP17A	Approved	8227.0
38514	AKAP17BP	Approved	139516.0
1170	AKIP1	Approved	56672.0
25744	AKIRIN1	Approved	79647.0
50794	AKIRIN1P1	Approved	100418731.0
50797	AKIRIN1P2	Approved	106480306.0
21407	AKIRIN2	Approved	55122.0
28822	AKIRIN2-AS1	Entry Withdrawn	
50796	AKIRIN2P1	Approved	100216487.0
24108	AKNA	Approved	80709.0
28398	AKNAD1	Approved	254268.0
380	AKR1A1	Approved	10327.0
381	AKR1B1	Approved	231.0
420	AKR1B1P1	Approved	401982.0
425	AKR1B1P2	Approved	236.0
422	AKR1B1P3	Approved	729347.0
423	AKR1B1P4	Approved	390402.0
20002	AKR1B1P5	Approved	390482.0
33498	AKR1B1P6	Approved	100129769.0
33497	AKR1B1P7	Approved	126242.0
33496	AKR1B1P8	Approved	392525.0
382	AKR1B10	Approved	57016.0
45062	AKR1B10P1	Approved	340888.0
45063	AKR1B10P2	Approved	643582.0
37281	AKR1B15	Approved	441282.0
